,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,category,RestaurantsTakeOut,DriveThru,RestaurantsAttire,BYOBCorkage,BusinessAcceptsBitcoin,HasTV,RestaurantsGoodForGroups,NoiseLevel,GoodForDancing,Caters,WheelchairAccessible,Smoking,BYOB,WiFi,HappyHour,DogsAllowed,ByAppointmentOnly,BusinessAcceptsCreditCards,GoodForKids,CoatCheck,RestaurantsPriceRange2,BikeParking,Alcohol,RestaurantsDelivery,OutdoorSeating,RestaurantsReservations,RestaurantsTableService,Corkage
28850,QNClMKSZnqlAKf8lPLvx_Q,Tutti Frutti,"2855 Stevens Creek Blvd, Ste FC15",Santa Clara,CA,95050,32.321229,-111.046396,2.0,25,"Ice Cream & Frozen Yogurt, Food, Desserts",,,,,,,,,,,,,,,,,,True,,,2,,,,,,,
28881,J2gkKCIOhmMTDIt0CKkXAg,Turnpike Shell & The Point Market,175 N Turnpike Rd,Santa Barbara,CA,93111,34.4434425,-119.7897616,3.0,42,"Car Wash, Beer, Wine & Spirits, Auto Parts & Supplies, Gas Stations, Food, Automotive",False,,,,,,,,,False,True,,,u'no',,,,True,,,1,False,,,,,,
28890,P5cgKbK-cQqqZj0I3_DW0g,Roost,1305 State St,Santa Barbara,CA,93101,34.424302,-119.706177,4.5,73,"American (New), Steakhouses, Tacos, Mexican, Seafood, Restaurants",True,,,,,False,,,,False,True,,True,u'free',,,,True,,,,True,u'beer_and_wine',False,True,True,True,True
28930,EILVLAwEPdGAV_ZC0edtgA,Little Caesars,109 S Fairview Ave,Goleta,CA,93117,34.4376024,-119.8309367,2.5,28,"Restaurants, Pizza",True,,'casual',,,True,True,,,,,,,'no',,,,True,True,,1,,,True,None,False,,
28939,wJiaLWAxfqDeFsmE2cI8tg,Lazy Acres Market - Santa Barbara,302 Meigs Rd,Santa Barbara,CA,93109,34.400241,-119.7216702,3.5,244,"Health Markets, Food, Juice Bars & Smoothies, Specialty Food, Grocery, Restaurants, Delis, Meat Shops",True,,'casual','yes_free',,False,False,u'quiet',,True,,,,u'no',,False,False,True,True,,3,True,u'full_bar',True,True,False,False,False
28940,630njXSiAryjnEjGc6FAhw,GNC,"136 South Hope Ave, B10",Santa Barbara,CA,93105,34.4370179,-119.7482289,2.0,5,"Vitamins & Supplements, Specialty Food, Food, Shopping, Health Markets",,,,,,,,,,,,,,,,,,True,,,,,,,,,,
29029,zV71Cfo4_jnkpr5_KH2HWw,The Zia Cafe,532 State St,Santa Barbara,CA,93101,34.4177392,-119.6963161,3.0,9,"Restaurants, Tex-Mex, Mexican",,,'casual',,,,True,,,,,,,,,,,True,False,,2,,u'full_bar',False,True,True,,
29037,DBtNuEt5U_dXoalpU8rbcQ,Outpost,5650 Calle Real,Goleta,CA,93117,34.441628,-119.821002,4.0,198,"Restaurants, American (New), Bars, Nightlife, Seafood, Breakfast & Brunch, American (Traditional), Desserts, Food",False,,'casual',,,True,True,'average',False,False,True,,,'free',True,,,True,True,False,2,True,'full_bar',False,True,True,True,
29088,O8rIa0Wvapju2iC9T1Hp8Q,The Good Plow,5205 Carpinteria Ave,Carpinteria,CA,93013,34.3970891372,-119.5164063675,4.5,20,"Salad, American (New), Restaurants, Tacos, Mexican",True,,,,,,,,,,,,,,,,,,,,,,,,True,,,
29097,RqmKdsCh53VCr50QHybrAQ,Mesa Liquors,1818 Cliff Dr,Santa Barbara,CA,93109,34.4016567,-119.7211799,1.5,5,"Food, Beer, Wine & Spirits",,,,,,,,,,,,,,,,,,True,,,2,True,,,,,,
29167,LQo1BT1j1noU4k4ITZhZfg,Trader Joe's,5767 Calle Real,Goleta,CA,93117,34.4406928,-119.825238,4.5,83,"Beer, Wine & Spirits, Health Markets, Specialty Food, Flowers & Gifts, Florists, Shopping, Grocery, Food",False,,,,,,,,,False,,,,,,False,False,True,,,2,True,'none',False,,,,
29182,iFqeo1OrIcH8k4N0Oy6yJg,Santa Monica Seafood,"38 West Victoria St, Ste 119",Santa Barbara,CA,93101,34.4235962,-119.7066283,3.5,20,"Seafood Markets, Food, Specialty Food",,,,,,,,,,,,,,,,,,True,,,2,True,,,,,,
29310,SsHMgOW3TT48Z7jeV5beqQ,Kimchi Korean BBQ,3132 State St,Santa Barbara,CA,93105,34.4405926,-119.7324099,4.0,312,"Korean, Barbeque, Restaurants",True,,'casual',,,False,True,u'loud',,False,True,,,u'free',False,False,,True,True,,2,True,'beer_and_wine',None,None,False,True,
29334,NfHhm-3-zyeBBBwX0rNonQ,The Berry Man,205 W Montecito St,Santa Barbara,CA,93101,34.4121276,-119.6954078,4.5,6,"Food, Fruits & Veggies, Specialty Food, Grocery",False,,,,False,,,,,False,True,,,,,False,,True,,,,True,,,,,,
29347,2MWEEuY3dtD2DNP99sNe_A,Elubia's Kitchen,"325 Rutherford St, Ste D",Goleta,CA,93117,34.4347064,-119.8257806,4.5,77,"Mexican, Gluten-Free, Latin American, Restaurants, Salvadoran, Caterers, Event Planning & Services",True,,,,False,False,,,,True,True,,False,u'no',True,True,,True,,,,False,u'none',True,True,False,False,False
29357,jtECV91z0BVPyeu90wnCjQ,Cajun Kitchen Cafe,865 Linden Ave,Carpinteria,CA,93013,34.398173,-119.51976,4.0,92,"Restaurants, Cajun/Creole",True,,'casual',,,False,True,u'average',,False,,,,u'no',,,,True,True,,2,True,'none',False,True,False,True,
29532,B3itz3WAJAAzZCFx48NYTw,Sprouts Farmers Market,"175 N Fairview Ave, Ste 110",Goleta,CA,93117,34.442299,-119.832214,3.5,99,"Health Markets, Grocery, Food, Specialty Food, Farmers Market, Organic Stores",True,,,,,,,,,False,,,,,,False,,True,,,2,True,,True,,,,
29538,a9K3jxNUUe6jr1uh8FsakQ,The Patio Cafe Santa Barbara,3007 De La Vina St,Santa Barbara,CA,93105,34.4386928,-119.7285101,3.0,65,"Cafes, Restaurants, Breakfast & Brunch",True,,'casual',,,True,True,u'average',,True,,,,u'free',,,,True,True,,2,True,u'beer_and_wine',True,True,True,True,
29552,iBBV8vesQ8fo2IQA7an1JA,Jane,1311 State St,Santa Barbara,CA,93101,34.4243524,-119.7064283,4.0,733,"Restaurants, Food, American (New), Wine Bars, Nightlife, Venues & Event Spaces, Bars, Event Planning & Services",True,,u'casual',,False,False,True,u'average',False,False,True,,,u'free',False,,False,True,False,,2,True,u'beer_and_wine',True,True,True,True,
29561,7kc2qp0PINf5qW8soYREYw,The Point Market at Coast Village Chevron,1085 Coast Village Rd,Santa Barbara,CA,93108,34.4210992,-119.6481732,3.5,33,"Car Wash, Automotive, Food, Beer, Wine & Spirits, Gas Stations, Local Services, Propane, Convenience Stores",True,,,,,,,,,False,True,,,u'no',,,,True,,,,True,,,,,,
29572,M_0k-h3euD5T1Pv6vQwEMQ,Sunset Grille,4558 Carpinteria Ave,Carpinteria,CA,93013,34.4026385354,-119.525547682,3.0,17,"Sandwiches, Breakfast & Brunch, Restaurants, American (Traditional)",True,,'casual',,,True,True,u'loud',,False,,,,u'free',True,,,True,True,,2,True,u'full_bar',False,True,False,,
29576,HtxYbysdeXwexRrSkKdt2A,Jay C's Place,"966 Embarcadero Del Mar, Unit C",Isla Vista,CA,93117,34.411727,-119.8567951,4.5,5,"Restaurants, Chinese, Hot Pot, Pan Asian, Szechuan, Chicken Wings",,,,,,,,,,,,,,,,,,,,,,,,,,,,
29636,PBtNupbFFNj3iV1E1kr5bg,Smart & Final Extra!,3943 State St,Santa Barbara,CA,93105,34.4395323,-119.7515165,2.5,24,"Department Stores, Shopping, Fashion, Food, Grocery, Wholesale Stores",False,,,,,,,,,False,,,,,,,,True,,,1,True,,True,,,,
29640,Umywf9wstVwg30wROIrL_Q,Oveja Blanca Restaurante,30 E Ortega St,Santa Barbara,CA,93101,34.4195491527,-119.6969293133,4.5,47,"Latin American, Salad, Food, Desserts, Restaurants",True,,'casual',,False,False,True,u'average',,True,True,,,u'free',,True,,True,False,,3,True,u'beer_and_wine',False,True,True,True,
29681,6wPNzf-HzS-TDt6CjI_LSg,Silver Wines,31 El Paseo,Santa Barbara,CA,93103,34.420488,-119.699649,4.5,22,"Wine Tasting Room, Wineries, Arts & Entertainment, Beer, Wine & Spirits, Food",False,,,,False,,,,,False,True,,,u'no',True,True,False,True,False,,2,True,,True,,,,
29815,1l4-uhraQzNiRjppKyMUUQ,Jeannine's American Bakery Restaurant,"7060 Hollister Ave, Ste 105",Goleta,CA,93117,34.431189,-119.8740625,4.5,117,"Bakeries, Restaurants, Food, American (Traditional), Breakfast & Brunch, Coffee & Tea",True,,,,,,,u'average',,,,,,u'free',,True,,True,,,2,,,,True,,,
29879,5pyYBpuNOAqgN9nSpk8vaQ,Madison's Sports Grill,525 State St,Santa Barbara,CA,93101,34.4172695,-119.696544,3.0,68,"American (Traditional), Restaurants",True,,'casual',,,True,True,u'very_loud',,False,,,,u'free',True,,,True,False,,2,,u'full_bar',False,True,True,,
29911,wmEZ3OqLuD1Z6b3mJSl1yg,Xo Coffee & Tea Bar,"5599 Hollister Ave, Unit B",Goleta,CA,93117,34.4352246102,-119.8204005557,4.0,55,"Food, Coffee & Tea, Tea Rooms, Internet Cafes",True,,,,,,,,,True,,,,u'free',,,,True,,,1,True,,,True,,,
29929,2YoQRByvTjdP4GSVnPcANA,Pastavino,"Camino Real Marketplace, 6920 Market Pl Dr",Goleta,CA,93117,34.4296290803,-119.870377779,3.0,50,"Italian, Restaurants, Pizza",True,,u'casual',,,True,True,u'average',,,,,,u'free',True,,,True,True,,2,,u'full_bar',False,True,True,,
29952,SAQgO7Ij2cdnMp8VQKBffA,Emilios Ristorante & Bar,324 W Cabrillo Blvd,Santa Barbara,CA,93101,34.4085635,-119.6933724,3.5,49,"Italian, Restaurants",True,,u'casual',,,False,True,u'quiet',,True,,,,u'no',,,,True,False,,3,,u'full_bar',False,True,True,,
29978,EXYbKA1tocvOK_1tXxZXLA,Sushi GoGo,"119 Harbor Way, Ste B",Santa Barbara,CA,93109,34.4039742,-119.6933033,3.5,178,"Sushi Bars, Japanese, Restaurants",True,,u'casual',,,True,False,u'average',,False,,,,'no',,True,,True,True,,2,True,u'beer_and_wine',None,True,False,False,
29983,ol6ATB97MdIuhm6yAGOeMQ,Lucky Llama Coffee,5100 Carpinteria Ave,Carpinteria,CA,93013,34.3980825,-119.5168743,4.5,486,"Food, Acai Bowls, Bakeries, Coffee Roasteries, Desserts, Coffee & Tea",True,False,,,,,,u'average',,False,,,,u'free',,True,,True,True,,1,True,,,True,,,
30047,L6nIOUwcTGgQKExGHmvTzQ,Noodle City,5869 Hollister Ave,Goleta,CA,93117,34.435791,-119.828303,3.5,480,"Food, Vietnamese, Restaurants, Noodles",None,,u'casual',,,True,False,u'average',,False,,,,u'no',False,False,,True,True,,1,True,'none',True,None,False,True,
30091,ukqJEIi-tuKcvO-u3plqlg,Mountain Spring Water of Santa Barbara,745 S Kellogg Ave,Santa Barbara,CA,93117,34.4293411,-119.8242206,2.5,10,"Food, Water Delivery, Local Services, Health Markets, Specialty Food",,,,,,,,,,,,,,,,,False,True,,,,,,,,,,
30295,T97hE3STgTgpwda75h6p1w,Wine Canyon Tours,417 Calle Palo Colorado,Santa Barbara,CA,93101,34.445431,-119.731107,5.0,152,"Travel Services, Hotels & Travel, Wineries, Tours, Arts & Entertainment, Food, Event Planning & Services, Wine Tours",,,,,,,,,,,,,,,,,True,True,False,,2,,,,,,,
30523,wEWy_NbtwcgNY2dKEmnACA,Rocks,801 State St,Santa Barbara,CA,93101,34.4195375,-119.6996149,2.5,8,Restaurants,,,'dressy',,,,False,,,,,,,,,,,True,False,,3,,,,True,True,,
30530,XbKXYLjC50m1_OFESDYLWA,Santa Barbara Wine Shuttle,500 Anacapa St,Santa Barbara,CA,93101,34.418164,-119.694435,5.0,6,"Limos, Food, Wine Tours, Hotels & Travel, Tours, Arts & Entertainment, Beer, Wine & Spirits, Transportation, Party Bus Rentals, Event Planning & Services, Wineries, Taxis",,,,,,,,,,,,,,,,,False,True,,,,,,,,,,
30537,fKrmWy4GFsrgdOYhN9pyZA,Trattoria Vittoria,30 E Victoria St,Santa Barbara,CA,93101,34.4248824,-119.7047448,4.0,334,"Italian, Restaurants",True,,'casual',,,True,True,u'average',,False,True,,,u'no',True,,,True,True,,2,True,'full_bar',None,None,True,True,
30580,8A5LSwsKK5vXDH1M3_Tf1w,"The Ritz-Carlton Bacara, Santa Barbara",8301 Hollister Ave,Santa Barbara,CA,93117,34.4345451317,-119.9206727994,3.5,1383,"Restaurants, Beauty & Spas, American (New), Event Planning & Services, Hotels, Massage, Resorts, Day Spas, Hotels & Travel, Venues & Event Spaces",,,,,False,,,,,,,,,u'free',,True,True,True,,,4,True,,,,,,
30599,L4-_gPiqsuX50JN_-qUhNQ,Jeannine’s American Bakery & Restaurant,1 State St,Santa Barbara,CA,93101,34.4122052573,-119.689592,5.0,41,"Food, Bakeries, Restaurants, Patisserie/Cake Shop, Cafes, Coffee & Tea",,,,,,,,u'average',,,,,,u'free',,,,,True,,2,,,,True,,,
30660,qZpvAB0CL3n3r9JYJnyBgg,Z's - Taphouse & Grill,5925 Calle Real,Goleta,CA,93117,34.4408152556,-119.82881,3.5,41,"Event Planning & Services, Nightlife, American (Traditional), Bars, Sports Bars, Restaurants, Active Life, American (New), Party & Event Planning, Bowling, Pizza, Karaoke",True,True,'casual',,,True,True,u'loud',False,False,,,,u'free',True,,,True,True,,2,True,u'full_bar',True,True,False,,
30694,JnFpgav_bgPN6aSJDYpzyg,7-Eleven,6545 Trigo Rd,Isla Vista,CA,93117,34.4107736,-119.8561134,2.5,24,"Convenience Stores, Grocery, Coffee & Tea, Food",True,,,,,,,,,False,True,,,u'free',,,,True,,,1,True,,True,,,,
30704,CuRjZOmfnXjefwEpyzmTTw,4 Eggs & Pizza,"1221 State St, Ste 10",Santa Barbara,CA,93101,34.4238017043,-119.7052940679,5.0,60,"Vietnamese, Pizza, Breakfast & Brunch, Restaurants, Gluten-Free",True,False,,,,False,,,,True,True,,,u'no',,True,,True,,,2,True,u'beer_and_wine',True,True,True,True,
30750,ZrxlfdFU_qpnIHI2DmoRxA,Mesa Pizza,"315 Meigs Rd, Ste K",Santa Barbara,CA,93109,34.4005756,-119.7227184,4.0,176,"Pizza, Restaurants, Italian, Vegan, Gluten-Free, Sandwiches",True,,'casual',,,True,True,u'average',,True,,,,u'free',,True,,True,True,,2,True,u'beer_and_wine',True,False,True,,
30883,MwJsk91FJ73YzzmpVaJihQ,Los Arroyos Mexican Restaurant & Take Out,14 W Figueroa St,Santa Barbara,CA,93101,34.4220557,-119.7037481,4.0,448,"Restaurants, Bars, Caterers, Mexican, Salad, Event Planning & Services, Desserts, Food, Nightlife",True,False,'casual',,,False,True,u'average',,True,,,,u'no',True,False,,True,True,False,2,True,'beer_and_wine',True,True,False,,
30961,Jj89pTJS8pGE17lY2s6EDQ,Goleta Farmer's Market,7004 Marketplace Dr,Goleta,CA,93117,34.4291069658,-119.8725128174,4.5,24,"Farmers Market, Food",True,,,,,,,,,False,,,,,,,,False,,,1,True,,,,,,
30995,LlGIlNJE2Nv_PXkH7l4Wmg,Lilly's Tacos,"290 Storke Rd, Ste D",Goleta,CA,93117,34.4284945187,-119.8690859252,4.5,517,"Restaurants, Mexican",True,False,u'casual',,,True,True,u'average',,True,True,,False,u'no',False,False,False,True,True,,1,True,u'none',None,None,False,False,False
31079,hMi8sXXPj_AwwfsEJ4RZgA,Urban Wine Trail,,Santa Barbara,CA,93101,34.420334,-119.7107494,5.0,8,"Wineries, Wine Tours, Food, Tours, Arts & Entertainment, Hotels & Travel, Wine Tasting Room",,,,,,,,,,,,,,,,,False,True,False,,3,True,,,,,,
31090,42cHjHD6Kkv7Ms3-lLsimw,Takenoya,5934 Calle Real,Goleta,CA,93117,34.4419309,-119.82864,2.5,73,"Japanese, Chinese, Sushi Bars, Restaurants",True,,'casual',,,False,True,u'average',,False,,,,u'free',,,,True,True,,2,False,u'beer_and_wine',True,False,True,,
31152,eUIsUpG6KAonYxGoExzy2Q,Costa Kitchen & Bar,1111 E Cabrillo Blvd,Santa Barbara,CA,93103,34.4176389927,-119.6692747486,5.0,14,"Italian, Restaurants, American (New), Mediterranean",True,,,,,True,,,,False,True,,,u'free',,,,True,,,,True,u'full_bar',False,True,True,True,True
31204,eikRexw04kC6siBDkFnayQ,Shalhoob's Funk Zone Patio,220 Gray Ave,Santa Barbara,CA,93101,34.4163545,-119.6905232,4.5,367,"American (New), Tapas/Small Plates, Event Planning & Services, Venues & Event Spaces, Restaurants, Burgers",True,False,'casual',,False,False,True,u'average',,True,True,,,u'no',True,True,,True,True,,2,True,u'beer_and_wine',None,True,False,False,
31226,DqVpNtgFCP47n6frh-LREA,El Paseo Mexican Restaurant,10 El Paseo,Santa Barbara,CA,93101,34.4207686737,-119.6991676593,3.5,262,"Restaurants, Mexican",True,,'casual','no',,True,True,u'average',,True,,,,u'free',True,False,,True,True,,2,True,'full_bar',False,True,True,,
31227,U1lGcthY52-LUPdxhV3qVw,Paesano's Pizzeria,1429 San Andres St,Santa Barbara,CA,93101,34.418421,-119.716,3.5,57,"Pizza, Restaurants",True,,u'casual',,,True,True,u'average',,False,,,,u'no',,,,True,True,,2,True,u'none',True,True,False,,
31235,j6TDQvbRoMszGR0hyaVxvw,McDonald's,6900 Marketplace Dr,Goleta,CA,93117,34.4290262964,-119.8701265695,2.5,57,"Food, Fast Food, Restaurants, Burgers, American (Traditional), Coffee & Tea",True,True,u'casual',,,True,True,u'average',,False,,,,'free',,,,True,True,,1,True,u'none',True,True,False,False,
31241,pKSB4wXLiS8rd1cAEgD8oA,Shaker Mill,418 State St,Santa Barbara,CA,93101,34.4164379726,-119.6947698532,4.5,79,"Cocktail Bars, Bars, Restaurants, Breakfast & Brunch, Nightlife, Seafood, Cuban",True,,,,,False,,u'loud',False,True,True,u'outdoor',False,u'free',,,,True,,False,,True,u'full_bar',True,True,False,True,True
31327,mHmIoIGOfpidrS1fYQ9PbQ,State Street Coffee,1 State St,Santa Barbara,CA,93101,34.412192,-119.689592,3.5,92,"Coffee & Tea, Food",True,,,,,,,,,False,True,,,u'free',,True,,True,,,1,True,,False,True,,,
31332,4WCyuH0Dc6DAD79AyC0-iw,Estilo Jalisco,"209 S Milpas St, Ste A",Santa Barbara,CA,93103,34.4196404,-119.6757645,5.0,34,"Mexican, Restaurants, Event Planning & Services, Party & Event Planning",True,,,,,False,,,,True,True,,False,u'no',,False,,True,,,,True,u'none',True,True,,False,False
31336,AoBQeAvMtTOYTx-hThDLZA,Killer B's BBQ Bar and Grill,731 De La Guerra Plz,Santa Barbara,CA,93103,34.4196431814,-119.6987583466,3.0,25,"Sports Bars, Bars, Barbeque, Nightlife, Restaurants",True,,u'casual',,,True,True,u'average',False,False,,u'no',,'free',True,,,True,True,False,2,True,u'full_bar',False,True,False,True,
31392,d-5kMts7CzenaPgDzesQDg,Domino's Pizza,955 Embarcadero Del Mar,Goleta,CA,93117,34.4120534,-119.8575297,2.5,79,"Pizza, Restaurants, Chicken Wings, Sandwiches",True,,u'casual',,,True,True,'quiet',,True,,,,u'no',,,,True,True,,1,True,u'none',True,True,False,,
31596,qUH2FppY7RL96F5tXzA0hQ,Dune Coffee Roasters - State Street,1101 State St,Santa Barbara,CA,93101,34.4223696,-119.7035202,4.0,633,"Coffee & Tea, Food, Coffee Roasteries",True,,,,,,,u'average',,True,,,,u'free',,,,True,True,,2,True,,,None,,,
31602,iBGR1hX6To3FGtCgCgDtqQ,Feast and Fest Catering,1915 De La Vina St,Santa Barbara,CA,93101,34.4281804,-119.716529,4.5,32,"Restaurants, Barbeque, Food, Caterers, Event Planning & Services",False,,u'formal',,,,True,,,True,,,,u'no',,,,True,True,,4,,,True,,True,,
31791,YgS10SCzw13uGiC0wTDiaQ,The Taj Cafe,905 State St,Santa Barbara,CA,93101,34.4205705,-119.7011787,2.5,46,"Pakistani, Restaurants, Indian",True,,'casual',,,,True,,,,,,,,,,,True,True,,2,,u'beer_and_wine',False,False,True,,
31801,w4P_EBFH6MdfbUwM-xJQdQ,China City Restaurant,5688 Calle Real,Goleta,CA,93117,34.4411591,-119.822189,3.5,9,"Restaurants, Chinese",True,,'casual','yes_free',,,True,,,,,,,,,,,True,True,,2,,u'beer_and_wine',True,False,True,,False
31860,ZRy4atrG3YHdb__qtE0FsA,Mulligan's Cafe & Bar,3500 McCaw Ave,Santa Barbara,CA,93105,34.4361785995,-119.7383820172,3.5,71,"American (Traditional), Event Planning & Services, Caterers, Restaurants, American (New), Cafes, Sandwiches, Breakfast & Brunch",True,,u'casual',,,True,True,u'average',,False,,,,u'free',True,,,True,True,,2,True,u'full_bar',True,True,False,,
31894,E7RtIisUoRMcADSebBgNAA,Santa Barbara FisHouse,101 E Cabrillo Blvd,Santa Barbara,CA,93101,34.4136026,-119.6880758,3.5,1140,"Tapas/Small Plates, Desserts, Restaurants, Breakfast & Brunch, Food, Seafood",True,,'casual','no',False,True,True,u'average',,False,,,,u'free',True,,False,True,True,,2,True,u'full_bar',True,True,True,True,
31970,XXsofYxziipczzc3OFDD5Q,Caffè,8301 Hollister Ave,Santa Barbara,CA,93117,34.4335126,-119.9206407,3.0,8,"Cafes, Restaurants, Bakeries, Coffee & Tea, Juice Bars & Smoothies, Food",True,,'casual',,,False,False,,,False,True,,,u'free',,,,True,True,,1,True,,False,True,False,,
32021,T9I4G6Or3sAbyYmB7c23hw,Tino's Italian Grocery,210 W Carrillo St,Santa Barbara,CA,93101,34.4192335,-119.7046401,4.5,96,"Delis, Sandwiches, Food, International Grocery, Restaurants, Ethnic Food, Grocery, Specialty Food",True,,'casual',,False,True,True,'average',,True,True,,,'no',,,,True,True,,2,True,'beer_and_wine',True,None,False,False,
32027,MOowZBGbgn7FrTol3dvrlg,Nectar Eatery & Lounge,20 E Cota St,Santa Barbara,CA,93101,34.418235,-119.6960205,4.0,130,"Bars, American (New), Tapas Bars, Restaurants, Nightlife",True,,'casual',,False,False,True,'average',,True,True,u'no',,u'free',True,True,,True,False,False,2,True,u'full_bar',False,False,True,True,
32036,R0U0K_qvwOQbQwPhhKw4Ew,Steve's Patio Cafe,3007 De La Vina St,Santa Barbara,CA,93105,34.4399632,-119.7295986,3.5,33,"Restaurants, Breakfast & Brunch",True,,u'casual',,,False,False,u'average',,,,,,,,,,True,True,,1,,u'beer_and_wine',False,True,False,,
32037,19Gx6T0v_GZW2je2J_mqOg,Lily's Flowers and Fruity Florets,209 S Milpas St,Santa Barbara,CA,93103,34.4196404,-119.6757739931,3.5,42,"Floral Designers, Specialty Food, Candy Stores, Flowers & Gifts, Shopping, Florists, Food, Event Planning & Services",None,,,,,,,,,,,,,,,,,True,,,2,True,,None,,,,
32080,hsHeiukmYUWH9L7CDX5Zow,Overlook Cafe,"Santa Barbara Airport, 500 Fowler Rd",Goleta,CA,93117,34.4244609,-119.8353003,3.0,5,"American (Traditional), Restaurants",,,u'casual',,,,True,,,,,,,,,,,True,True,,2,,u'full_bar',False,True,,,
32099,jWhlz8LesaC7jZL9bHNe9A,Bree’Osh,2700 De La Vina St,Santa Barbara,CA,93105,34.4358551,-119.7250034,4.5,29,"Food, Bakeries",True,,,,,,,u'average',,True,False,,,,,True,,True,,,2,False,,False,,,,
32142,GwtVBqKzW9j0zNQ7nYnT5g,AH Juice Organics,432 E Haley St,Santa Barbara,CA,93101,34.4217441,-119.689904,3.5,115,"Organic Stores, Breakfast & Brunch, Live/Raw Food, Juice Bars & Smoothies, Food, Restaurants",True,,,,,,,,,,True,,,'free',,,,True,,,2,True,,True,True,,,
32154,2yGI3Jx0hGmP_z4J4ABLjQ,Water Store,"5575 Hollister Ave, Ste D",Goleta,CA,93117,34.4348369,-119.8199748,4.5,21,"Food, Water Stores, Water Purification Services, Local Services, Home Services",False,,,,,,,,,False,True,,,,,,False,True,,,,,,,,,,
32244,jssubXBNkiSJIhbKuDtmpQ,Sushi Teri House,1013 Bath St,Santa Barbara,CA,93101,34.4185472,-119.7059044,3.5,203,"Sushi Bars, Japanese, Restaurants",True,,u'casual',,,True,True,u'average',,False,,,,u'no',,,,True,True,,2,True,u'beer_and_wine',False,True,True,,
32310,h8DlM-VbvCNzpsTqihgUAw,Jack in the Box,501 N Milpas St,Santa Barbara,CA,93103,34.4262971,-119.6856795251,1.5,41,"Restaurants, Fast Food, Mexican, Burgers, Tacos, Breakfast & Brunch",False,True,'casual',,,True,True,u'loud',,False,,,,u'no',,,,True,True,,1,True,u'none',True,False,False,,
32331,9Ekfby4OgzWs96RO8M4tnQ,Caje,1007 Casitas Pass Rd,Carpinteria,CA,93013,34.3957923,-119.5137476,4.5,5,"Internet Cafes, Coffee & Tea, Food",,,,,,,,,,,,,,u'free',,,,True,,,1,,,,True,,,
32456,RiOcLw__HPf_rTOTpYKnHQ,Meet Up Chinese Cuisine,2251 Las Positas Rd,Santa Barbara,CA,93105,34.4265297,-119.7344374,4.0,140,"Szechuan, Chinese, Nightlife, Karaoke, Asian Fusion, Restaurants",True,,,,,True,True,,,True,True,,True,u'free',True,,,True,,,2,True,u'beer_and_wine',True,True,True,True,True
32459,BQv7ntaOxs80FJAji2U9pg,Harry's Plaza Cafe,"3313 State St, Ste B",Santa Barbara,CA,93105,34.439317,-119.735834,3.5,337,"Restaurants, Event Planning & Services, American (Traditional), Venues & Event Spaces",True,,'casual','no',,True,True,u'average',,False,,,,u'no',,False,,True,True,,2,True,u'full_bar',None,True,True,True,
32549,KxTipxTtvRDOntfze34NPw,Ye Olde Butcher Shop,4317 State St,Santa Barbara,CA,93110,34.4402476,-119.766991,2.0,22,"Specialty Food, Delis, Restaurants, Food, Meat Shops",True,,u'casual',,,True,True,,,True,,,,,,,,True,True,,1,True,'none',False,True,False,,
32594,HrsWLRW7sPxjeC_hDA0Diw,Santa Barbara's Wood Fired Pizza,2840 De La Vina St,Santa Barbara,CA,93105,34.4376229,-119.7262251,4.0,5,"Food, Sandwiches, Food Delivery Services, Pizza, Restaurants, Italian",True,,,,,,,,,True,True,,,u'free',,,,True,,,,True,u'none',True,False,False,True,
32613,27zlxlmlQu9KBr5Vj4MGeg,Pickles & Swiss,"7060 Hollister Ave, Ste 102",Goleta,CA,93117,34.4311345106,-119.8742893905,4.5,790,"Delis, Sandwiches, American (New), Restaurants",True,,'casual',,,False,True,u'average',,True,True,,False,u'free',,,,True,True,,2,True,u'beer_and_wine',True,True,False,False,
32723,-6jvfSJGprbfBD2QrS9zQw,Mesa Produce,2036 Cliff Dr,Santa Barbara,CA,93109,34.4025384,-119.724894,5.0,19,"Food, Grocery",True,,,,,,,,,,True,,,,,,,True,,,2,True,,,,,,
32748,n_RyzuCAiR4yW2JLkl0Jng,Cafe Shell,1112 State St,Santa Barbara,CA,93101,34.4228637,-119.703516,2.5,21,"American (Traditional), Restaurants, Cafes, Coffee & Tea, Food",True,,u'casual',,,True,True,u'average',,,,,,u'free',True,,,True,True,,2,,u'full_bar',,True,True,,
32751,f3eve2cxUIzyanWnHdMtFQ,Corazon Cocina,"38 W Victoria, Unit 122",Santa Barbara,CA,93101,34.4236075,-119.7070539,4.5,813,"Restaurants, Breakfast & Brunch, Latin American, Mexican, Seafood",True,False,'casual',,,False,True,u'loud',,False,True,,,u'free',True,False,False,True,True,,2,True,u'beer_and_wine',True,True,False,False,
32931,EBuSqlpzzyfZZkEgPxVV1Q,Wingstop,"3849 State St, Ste 163",Santa Barbara,CA,93105,34.439291,-119.7491819,3.0,36,"Chicken Wings, Restaurants",True,,,,,True,,,,,,,,,,,,,,,,,,True,True,,,
